keyword_ref	iteration	video_id	url	title	description	keywords	image	type	paid	channel_id	duration	unlisted	family	regions	views	date_publication	date_upload	genre	like	dislike	next_video_id	next_video_url	reco_videos_id	reco_urls	reco_titles	reco_channels_id	reco_channels_name	reco_durations	reco_views	reco_ages_month	reco_snippets
water vapor	69	3vx9bbtLVkE	https://www.youtube.com/watch?v=3vx9bbtLVkE	Geniet van je favoriete video's en muziek, upload originele content en deel alles met vrienden, familie en anderen op YouTube.	video; delen; cameratelefoon; videotelefoon; vrij; uploaden	https://i.ytimg.com/vi/3vx9bbtLVkE/hqdefault.jpg	video.other	NA	NA	/watch?v=zBnKgwnn7i4	https://www.youtube.com/watch?v=/watch?v=zBnKgwnn7i4	zBnKgwnn7i4;QC2x_RRnk8E;Bosp9ZTLuBM;s0bS-SBAgJI;k9l0s5zVibo;bwmTSwzosB8;siern7ftofk;CS3bBO05fpU;815Yv4rw7h8;8e4pAXy1iZI;re9r0kzQp_M;UwVNkfCov1k;0Puv0Pss33M;7V8oFI4GYMY;cazVrq9v1mE;2lR7s1Y6Zig;Yomf5pBN8dY;Nol4OuBIKOY;r8M7mah_QaY;VHW9GspGnYE	https://www.youtube.com/watch?v=zBnKgwnn7i4;https://www.youtube.com/watch?v=QC2x_RRnk8E;https://www.youtube.com/watch?v=Bosp9ZTLuBM;https://www.youtube.com/watch?v=s0bS-SBAgJI;https://www.youtube.com/watch?v=k9l0s5zVibo;https://www.youtube.com/watch?v=bwmTSwzosB8;https://www.youtube.com/watch?v=siern7ftofk;https://www.youtube.com/watch?v=CS3bBO05fpU;https://www.youtube.com/watch?v=815Yv4rw7h8;https://www.youtube.com/watch?v=8e4pAXy1iZI;https://www.youtube.com/watch?v=re9r0kzQp_M;https://www.youtube.com/watch?v=UwVNkfCov1k;https://www.youtube.com/watch?v=0Puv0Pss33M;https://www.youtube.com/watch?v=7V8oFI4GYMY;https://www.youtube.com/watch?v=cazVrq9v1mE;https://www.youtube.com/watch?v=2lR7s1Y6Zig;https://www.youtube.com/watch?v=Yomf5pBN8dY;https://www.youtube.com/watch?v=Nol4OuBIKOY;https://www.youtube.com/watch?v=r8M7mah_QaY;https://www.youtube.com/watch?v=VHW9GspGnYE	How does rain form and what is the water cycle?;Why Are There Clouds?;Water vapour turns into liquid droplets when cooled | Condensation | Physics;The Water Cycle- How rain is formed-Lesson for kids;Evaporation - Elementary Science;Electromagnetic Theory | Lec 19 | Vector Calculus 10 | GATE ECE/EE 2021 Exam | GATE Preparation;What if we Drink too much Water? | #aumsum #kids #science #education #children;What If the Sahara Desert Was Covered With Solar Panels?;How Does Water Go From A Gas To A Liquid? Condensation;9 AMAZING ICE experiments you must see (4k);Vapor Pressure;This Incredible Animation Shows How Deep The Ocean Really Is;How to Save Our Planet;What is sustainable development?;New technology in China turns desert into land rich with crops;What Does Earth Look Like?;POWERFUL VIDEO: Why We Need to Stop Plastic Pollution in Our Oceans FOR GOOD | Oceana;JEE: Gauss's Law - DPP - 4 | Applications of Gauss's Law | Unacademy JEE | JEE Physics | Jayant Sir;Phases of Matter - Evaporation,Condensation,Freezing ,Melting -Kindergarten,Preschoolers;Water Cycle For Children with Song, Ciclo del Agua en InglÃ Â©s para NiÃ Â±os con CanciÃ Â³n	UC40Tw2tFuMzK305mi7nj8rg;UCeiYXex_fwgYDonaTcSIk6w;UCOK5U-tQfmgA6FnCxNPr_IQ;UCkuJJrqFRjR_8VD_fpX7L6g;UCP6AOyxqVxfAcnQLx-9MLzg;UCXFxwj7DwumpUu5RNWlznTw;UCobgOt3poNKlml3Y5TnVU8Q;UCphTF9wHwhCt-BzIq-s4V-g;UCndaediXlA5tCsRq8oqQZMQ;UCvmS3U_JvmQh_LHtd7Q2Paw;UCQWOc7FCKnTNq_Q0TD9E3Ng;UCVLZmDKeT-mV4H3ToYXIFYg;UC5MDIy3yhWDrx0MyDo4QmYg;UCQVBFnthZNC2BW9ZCZJLgmg;UCj7wKsOBhRD9Jy4yahkMRMw;UC6nSFpj9HTCZ5t-N3Rm3-HA;UCfGiG69KkK0rzX9HYwJMbsw;UCZNNx4KYmCkwxCLdsHyWqQA;UCEA-kbwNlY3YTmp4nVjkUjQ;UCr3ZBNAEl--RsK1aeFqUKoA	Met Office - Weather;MinuteEarth;KClassScienceChannel;learning junction;Elearnin;Kreatryx GATE - EE, ECE, IN;It's AumSum Time;What If;Lena Welch;Go Experimental;David Vanden Bout;Tech Insider;WWF International;FN-sambandet Norge;CGTN America;Vsauce;Oceana;Unacademy JEE;makemegenius;FIESTIKIDS	108;195;75;164;77;0;391;211;323;601;137;210;508;221;104;648;276;28800;407;169	1214394;827890;83337;1506294;526407;608;2534682;3279395;131208;13071132;309822;41614067;889193;556125;901455;11830119;159456;4141;559723;483065	72;60;72;60;84;0;9;12;36;4;96;36;12;36;24;72;7;0;96;72	How does rain form and what is the water cycle? by Met Office - Weather 6 years ago 108 seconds 1,214,394 views;Why Are There Clouds? by MinuteEarth 5 years ago 3 minutes, 15 seconds 827,890 views;Water vapour turns into liquid droplets when cooled | Condensation | Physics by KClassScienceChannel 6 years ago 75 seconds 83,337 views;The Water Cycle- How rain is formed-Lesson for kids by learning junction 5 years ago 2 minutes, 44 seconds 1,506,294 views;Evaporation - Elementary Science by Elearnin 7 years ago 77 seconds 526,407 views;Electromagnetic Theory | Lec 19 | Vector Calculus 10 | GATE ECE/EE 2021 Exam | GATE Preparation by Kreatryx GATE - EE, ECE, IN 1 day ago 608 views;What if we Drink too much Water? | #aumsum #kids #science #education #children by It's AumSum Time 9 months ago 6 minutes, 31 seconds 2,534,682 views;What If the Sahara Desert Was Covered With Solar Panels? by What If 1 year ago 3 minutes, 31 seconds 3,279,395 views;How Does Water Go From A Gas To A Liquid? Condensation by Lena Welch 3 years ago 5 minutes, 23 seconds 131,208 views;9 AMAZING ICE experiments you must see (4k) by Go Experimental 4 months ago 10 minutes, 1 second 13,071,132 views;Vapor Pressure by David Vanden Bout 8 years ago 2 minutes, 17 seconds 309,822 views;This Incredible Animation Shows How Deep The Ocean Really Is by Tech Insider 3 years ago 3 minutes, 30 seconds 41,614,067 views;How to Save Our Planet by WWF International 1 year ago 8 minutes, 28 seconds 889,193 views;What is sustainable development? by FN-sambandet Norge 3 years ago 3 minutes, 41 seconds 556,125 views;New technology in China turns desert into land rich with crops by CGTN America 2 years ago 104 seconds 901,455 views;What Does Earth Look Like? by Vsauce 6 years ago 10 minutes, 48 seconds 11,830,119 views;POWERFUL VIDEO: Why We Need to Stop Plastic Pollution in Our Oceans FOR GOOD | Oceana by Oceana 7 months ago 4 minutes, 36 seconds 159,456 views;JEE: Gauss's Law - DPP - 4 | Applications of Gauss's Law | Unacademy JEE | JEE Physics | Jayant Sir by Unacademy JEE 8 hours ago 4,141 views;Phases of Matter - Evaporation,Condensation,Freezing ,Melting -Kindergarten,Preschoolers by makemegenius 8 years ago 6 minutes, 47 seconds 559,723 views;Water Cycle For Children with Song, Ciclo del Agua en InglÃ Â©s para NiÃ Â±os con CanciÃ Â³n by FIESTIKIDS 6 years ago 2 minutes, 49 seconds 483,065 views											
water vapor	70	zBnKgwnn7i4	https://www.youtube.com/watch?v=zBnKgwnn7i4	How does rain form and what is the water cycle?	How does rain form? What is the water cycle? This animated video explains how rain forms and explains how rainfall, evaporation and condensation all form par...	met office; Met Office (Government Agency); weather; climate; rain; rainclouds; clouds; rainfall; water cycle; water; Education (Word); kids; children; anima...	https://i.ytimg.com/vi/zBnKgwnn7i4/maxresdefault.jpg	video.other	False	UC40Tw2tFuMzK305mi7nj8rg	PT1M48S	False	True	AD;AE;AF;AG;AI;AL;AM;AO;AQ;AR;AS;AT;AU;AW;AX;AZ;BA;BB;BD;BE;BF;BG;BH;BI;BJ;BL;BM;BN;BO;BQ;BR;BS;BT;BV;BW;BY;BZ;CA;CC;CD;CF;CG;CH;CI;CK;CL;CM;CN;CO;CR;CU;CV;CW;CX;CY;CZ;DE;DJ;DK;DM;DO;DZ;EC;EE;EG;EH;ER;ES;ET;FI;FJ;FK;FM;FO;FR;GA;GB;GD;GE;GF;GG;GH;GI;GL;GM;GN;GP;GQ;GR;GS;GT;GU;GW;GY;HK;HM;HN;HR;HT;HU;ID;IE;IL;IM;IN;IO;IQ;IR;IS;IT;JE;JM;JO;JP;KE;KG;KH;KI;KM;KN;KP;KR;KW;KY;KZ;LA;LB;LC;LI;LK;LR;LS;LT;LU;LV;LY;MA;MC;MD;ME;MF;MG;MH;MK;ML;MM;MN;MO;MP;MQ;MR;MS;MT;MU;MV;MW;MX;MY;MZ;NA;NC;NE;NF;NG;NI;NL;NO;NP;NR;NU;NZ;OM;PA;PE;PF;PG;PH;PK;PL;PM;PN;PR;PS;PT;PW;PY;QA;RE;RO;RS;RU;RW;SA;SB;SC;SD;SE;SG;SH;SI;SJ;SK;SL;SM;SN;SO;SR;SS;ST;SV;SX;SY;SZ;TC;TD;TF;TG;TH;TJ;TK;TL;TM;TN;TO;TR;TT;TV;TW;TZ;UA;UG;UM;US;UY;UZ;VA;VC;VE;VG;VI;VN;VU;WF;WS;YE;YT;ZA;ZM;ZW	1214394	2014-04-16	2014-04-16	Education	5308	534	/watch?v=Cz_uYBx1G5s	https://www.youtube.com/watch?v=/watch?v=Cz_uYBx1G5s	Cz_uYBx1G5s;s0bS-SBAgJI;DjByja9ejTQ;9pqh6tlEOhs;QRThy0dsyYQ;jf_4z4AKwJg;dnL5LPil77M;kWlrcABJTbY;UwVNkfCov1k;bsUjBiZiUFg;ObYRYF3d38Y;0Puv0Pss33M;W2UDbDXXYGE;x7KKkElpyKQ;h-0gNl5f4BU;I00vcHLJXCc;Wx9vPv-T51I;GqbgJ3c3yhc;1JZG9x_VOwA;D9tTi-CDjDU	https://www.youtube.com/watch?v=Cz_uYBx1G5s;https://www.youtube.com/watch?v=s0bS-SBAgJI;https://www.youtube.com/watch?v=DjByja9ejTQ;https://www.youtube.com/watch?v=9pqh6tlEOhs;https://www.youtube.com/watch?v=QRThy0dsyYQ;https://www.youtube.com/watch?v=jf_4z4AKwJg;https://www.youtube.com/watch?v=dnL5LPil77M;https://www.youtube.com/watch?v=kWlrcABJTbY;https://www.youtube.com/watch?v=UwVNkfCov1k;https://www.youtube.com/watch?v=bsUjBiZiUFg;https://www.youtube.com/watch?v=ObYRYF3d38Y;https://www.youtube.com/watch?v=0Puv0Pss33M;https://www.youtube.com/watch?v=W2UDbDXXYGE;https://www.youtube.com/watch?v=x7KKkElpyKQ;https://www.youtube.com/watch?v=h-0gNl5f4BU;https://www.youtube.com/watch?v=I00vcHLJXCc;https://www.youtube.com/watch?v=Wx9vPv-T51I;https://www.youtube.com/watch?v=GqbgJ3c3yhc;https://www.youtube.com/watch?v=1JZG9x_VOwA;https://www.youtube.com/watch?v=D9tTi-CDjDU	How does lightning work?;The Water Cycle- How rain is formed-Lesson for kids;Why Do Clouds Stay Up?;Water Cycle | #aumsum #kids #science #education #children;Why Does It Rain?;Where does gold come from? - David Lunney;Beautiful Science - The Science of Clouds;How Water turns into Rain;This Incredible Animation Shows How Deep The Ocean Really Is;What is thunderstorm? Why questions, science and home experiments for kids;Tsunami from Heaven / Amazing Rainstorm Timelapse / Downburst / Microburst;How to Save Our Planet;Tropical Cyclone, Hurricane, Storm Formation - Geography of UPSC, IAS, CDS, NDA;Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson;The Science of Lightning | National Geographic;How To Predict The Weather By Looking At The Clouds;How tsunamis work - Alex Gendler;How do rainbows form?;How does your mobile phone work? | ICT #1;What is a coronavirus? - Elizabeth Cox	UCm-WiSCijjxnxCUpESJeOoQ;UCkuJJrqFRjR_8VD_fpX7L6g;UCH4BNI0-FOK2dMXoFtViWHw;UCobgOt3poNKlml3Y5TnVU8Q;UCfdNM3NAhaBOXCafH7krzrA;UCsooa4yRKGN_zEE8iknghZA;UCxd5WFhE_tkvEmAT-UBRsbA;UCxNZDjpGTS2nweRw9vs50wA;UCVLZmDKeT-mV4H3ToYXIFYg;UCCgom-QQIOMQPJ42-E8eqdg;UCeLnlmBznSdX3RGu-4vT5ig;UC5MDIy3yhWDrx0MyDo4QmYg;UCYCVm1aN33HYdLs66DHw_ow;UCsooa4yRKGN_zEE8iknghZA;UCpVm7bg6pXKo1Pr6k5kxG9A;UCzYMj8n9AujgUHs7i9et5-A;UCsooa4yRKGN_zEE8iknghZA;UC40Tw2tFuMzK305mi7nj8rg;UCqZQJ4600a9wIfMPbYc60OQ;UCsooa4yRKGN_zEE8iknghZA	Toronto Symphony Orchestra;learning junction;It's Okay To Be Smart;It's AumSum Time;The Infographics Show;TED-Ed;Beautiful Science;Danny;Tech Insider;Mizyaka Dizyaka ENG;Piet Flosse;WWF International;Amit Sengupta;TED-Ed;National Geographic;ZoneA;TED-Ed;Met Office - Weather;Learn Engineering;TED-Ed	117;164;389;128;332;275;343;131;210;281;53;508;593;375;159;417;217;84;544;316	738130;1506294;1097123;1709113;113667;4657465;225282;42108;41614067;129169;10504937;889193;636772;886806;1225238;306492;6159801;191218;3177126;345621	48;60;60;60;24;48;60;96;36;12;12;12;12;0;84;24;72;72;12;0	How does lightning work? by Toronto Symphony Orchestra 4 years ago 117 seconds 738,130 views;The Water Cycle- How rain is formed-Lesson for kids by learning junction 5 years ago 2 minutes, 44 seconds 1,506,294 views;Why Do Clouds Stay Up? by It's Okay To Be Smart 5 years ago 6 minutes, 29 seconds 1,097,123 views;Water Cycle | #aumsum #kids #science #education #children by It's AumSum Time 5 years ago 2 minutes, 8 seconds 1,709,113 views;Why Does It Rain? by The Infographics Show 2 years ago 5 minutes, 32 seconds 113,667 views;Where does gold come from? - David Lunney by TED-Ed 4 years ago 4 minutes, 35 seconds 4,657,465 views;Beautiful Science - The Science of Clouds by Beautiful Science 5 years ago 5 minutes, 43 seconds 225,282 views;How Water turns into Rain by Danny 8 years ago 2 minutes, 11 seconds 42,108 views;This Incredible Animation Shows How Deep The Ocean Really Is by Tech Insider 3 years ago 3 minutes, 30 seconds 41,614,067 views;What is thunderstorm? Why questions, science and home experiments for kids by Mizyaka Dizyaka ENG 1 year ago 4 minutes, 41 seconds 129,169 views;Tsunami from Heaven / Amazing Rainstorm Timelapse / Downburst / Microburst by Piet Flosse 1 year ago 53 seconds 10,504,937 views;How to Save Our Planet by WWF International 1 year ago 8 minutes, 28 seconds 889,193 views;Tropical Cyclone, Hurricane, Storm Formation - Geography of UPSC, IAS, CDS, NDA by Amit Sengupta 1 year ago 9 minutes, 53 seconds 636,772 views;Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson by TED-Ed 2 weeks ago 6 minutes, 15 seconds 886,806 views;The Science of Lightning | National Geographic by National Geographic 7 years ago 2 minutes, 39 seconds 1,225,238 views;How To Predict The Weather By Looking At The Clouds by ZoneA 2 years ago 6 minutes, 57 seconds 306,492 views;How tsunamis work - Alex Gendler by TED-Ed 6 years ago 3 minutes, 37 seconds 6,159,801 views;How do rainbows form? by Met Office - Weather 6 years ago 84 seconds 191,218 views;How does your mobile phone work? | ICT #1 by Learn Engineering 1 year ago 9 minutes, 4 seconds 3,177,126 views;What is a coronavirus? - Elizabeth Cox by TED-Ed 1 week ago 5 minutes, 16 seconds 345,621 views
water vapor	71	Cz_uYBx1G5s	https://www.youtube.com/watch?v=Cz_uYBx1G5s	How does lightning work?	From Science @ the Symphony: Can lightning strike the same place twice? Our friends from the Ontario Science Centre help explain! Music: Holst: The Planets: ...	Science; Ontario Science Centre; Lightning; How stuff works; Thunder; Toronto; CN Tower	https://i.ytimg.com/vi/Cz_uYBx1G5s/maxresdefault.jpg	video.other	False	UCm-WiSCijjxnxCUpESJeOoQ	PT1M57S	False	True	AD;AE;AF;AG;AI;AL;AM;AO;AQ;AR;AS;AT;AU;AW;AX;AZ;BA;BB;BD;BE;BF;BG;BH;BI;BJ;BL;BM;BN;BO;BQ;BR;BS;BT;BV;BW;BY;BZ;CA;CC;CD;CF;CG;CH;CI;CK;CL;CM;CN;CO;CR;CU;CV;CW;CX;CY;CZ;DE;DJ;DK;DM;DO;DZ;EC;EE;EG;EH;ER;ES;ET;FI;FJ;FK;FM;FO;FR;GA;GB;GD;GE;GF;GG;GH;GI;GL;GM;GN;GP;GQ;GR;GS;GT;GU;GW;GY;HK;HM;HN;HR;HT;HU;ID;IE;IL;IM;IN;IO;IQ;IR;IS;IT;JE;JM;JO;JP;KE;KG;KH;KI;KM;KN;KP;KR;KW;KY;KZ;LA;LB;LC;LI;LK;LR;LS;LT;LU;LV;LY;MA;MC;MD;ME;MF;MG;MH;MK;ML;MM;MN;MO;MP;MQ;MR;MS;MT;MU;MV;MW;MX;MY;MZ;NA;NC;NE;NF;NG;NI;NL;NO;NP;NR;NU;NZ;OM;PA;PE;PF;PG;PH;PK;PL;PM;PN;PR;PS;PT;PW;PY;QA;RE;RO;RS;RU;RW;SA;SB;SC;SD;SE;SG;SH;SI;SJ;SK;SL;SM;SN;SO;SR;SS;ST;SV;SX;SY;SZ;TC;TD;TF;TG;TH;TJ;TK;TL;TM;TN;TO;TR;TT;TV;TW;TZ;UA;UG;UM;US;UY;UZ;VA;VC;VE;VG;VI;VN;VU;WF;WS;YE;YT;ZA;ZM;ZW	738130	2016-02-24	2016-02-24	Music	4674	352	/watch?v=h-0gNl5f4BU	https://www.youtube.com/watch?v=/watch?v=h-0gNl5f4BU	h-0gNl5f4BU;KO3H285CFRo;9K-v-RJ-z2A;I00vcHLJXCc;lmWh9jV_1ac;fzNk4w2k2h0;0Puv0Pss33M;bsUjBiZiUFg;T3BT-cnHjik;fEiVi9TB_RQ;JXhif3E3l2s;zUNEFefftt8;JO4_VHM69oI;qQKhIK4pvYo;7uiv6tKtoKg;6Vz1YPgjNCY;Y-LPERlRHYA;IXxZRZxafEQ;lQGFvKAujb8	https://www.youtube.com/watch?v=h-0gNl5f4BU;https://www.youtube.com/watch?v=KO3H285CFRo;https://www.youtube.com/watch?v=9K-v-RJ-z2A;https://www.youtube.com/watch?v=I00vcHLJXCc;https://www.youtube.com/watch?v=lmWh9jV_1ac;https://www.youtube.com/watch?v=fzNk4w2k2h0;https://www.youtube.com/watch?v=0Puv0Pss33M;https://www.youtube.com/watch?v=bsUjBiZiUFg;https://www.youtube.com/watch?v=T3BT-cnHjik;https://www.youtube.com/watch?v=fEiVi9TB_RQ;https://www.youtube.com/watch?v=JXhif3E3l2s;https://www.youtube.com/watch?v=zUNEFefftt8;https://www.youtube.com/watch?v=JO4_VHM69oI;https://www.youtube.com/watch?v=qQKhIK4pvYo;https://www.youtube.com/watch?v=7uiv6tKtoKg;https://www.youtube.com/watch?v=6Vz1YPgjNCY;https://www.youtube.com/watch?v=Y-LPERlRHYA;https://www.youtube.com/watch?v=IXxZRZxafEQ;https://www.youtube.com/watch?v=lQGFvKAujb8	The Science of Lightning | National Geographic;Mix - How does lightning work?;STRANGE LIGHTNING STRIKES - Caught on Camera and explained;How does lightning work? Where does it come from? | Weather Wise S2E2;How To Predict The Weather By Looking At The Clouds;How do tornadoes form? - James Spann;Sprites, Jets, and Glowing Balls: The Science of Lightning;How to Save Our Planet;What is thunderstorm? Why questions, science and home experiments for kids;What Happens When You're Struck By Lightning? | The Human Body;What Causes Thunder and Lightning?;HOW LIGHTNING WORKS - Weird World of Lightning;Thunderstorms 101 | National Geographic;The sonic boom problem - Katerina Kaouri;Lightning Strike at 103,000 FPS;What Will We Miss?;How Lightning Occurs | CBSE 8 | Natural Phenomenon | English;Lightning Striking Tree in 4K - Tree Catches on Fire !!!;What Is Light?;How does lightning form?	UCpVm7bg6pXKo1Pr6k5kxG9A;UCAQpSHsgUcNt6uCOjpgD8kw;UClQK9j4uUAnrZamq1_FhtcQ;UCzYMj8n9AujgUHs7i9et5-A;UCsooa4yRKGN_zEE8iknghZA;UCZYTClx2T1of7BRZ86-8fow;UC5MDIy3yhWDrx0MyDo4QmYg;UCCgom-QQIOMQPJ42-E8eqdg;UCAQpSHsgUcNt6uCOjpgD8kw;UCpVm7bg6pXKo1Pr6k5kxG9A;UCsooa4yRKGN_zEE8iknghZA;UCUK0HBIBWgM2c4vsPhkYY4w;UC6nSFpj9HTCZ5t-N3Rm3-HA;UCTB_Mn10B2ZL3RUnPteVKqA;UCAQpSHsgUcNt6uCOjpgD8kw;UCsXVk37bltHxD1rDPwtNM8Q;UCylCbuzRsB92Gc1l8ru6VIg	National Geographic;Pecos Hank;The Weather Network;ZoneA;TED-Ed;SciShow;WWF International;Mizyaka Dizyaka ENG;Tech Insider;SciShow Kids;Pecos Hank;National Geographic;TED-Ed;The Slow Mo Guys;Vsauce;Toppr Class 8-10;Pecos Hank;Kurzgesagt Ã¢Â Â In a Nutshell;Met Office - Learn About Weather	159;273;177;417;252;223;508;281;206;218;659;217;344;0;605;589;239;88;279;217	1225238;10393270;46562;306492;7165817;446372;889198;129169;1936041;1624156;154869;527220;2974303;NA;9050280;23131344;15458;4895099;6357813;91159	84;48;24;24;60;36;12;12;24;48;2;12;60;0;12;72;11;12;48;24	The Science of Lightning | National Geographic by National Geographic 7 years ago 2 minutes, 39 seconds 1,225,238 views;STRANGE LIGHTNING STRIKES - Caught on Camera and explained by Pecos Hank 4 years ago 4 minutes, 33 seconds 10,393,270 views;How does lightning work? Where does it come from? | Weather Wise S2E2 by The Weather Network 2 years ago 2 minutes, 57 seconds 46,562 views;How To Predict The Weather By Looking At The Clouds by ZoneA 2 years ago 6 minutes, 57 seconds 306,492 views;How do tornadoes form? - James Spann by TED-Ed 5 years ago 4 minutes, 12 seconds 7,165,817 views;Sprites, Jets, and Glowing Balls: The Science of Lightning by SciShow 3 years ago 3 minutes, 43 seconds 446,372 views;How to Save Our Planet by WWF International 1 year ago 8 minutes, 28 seconds 889,198 views;What is thunderstorm? Why questions, science and home experiments for kids by Mizyaka Dizyaka ENG 1 year ago 4 minutes, 41 seconds 129,169 views;What Happens When You're Struck By Lightning? | The Human Body by Tech Insider 2 years ago 3 minutes, 26 seconds 1,936,041 views;What Causes Thunder and Lightning? by SciShow Kids 4 years ago 3 minutes, 38 seconds 1,624,156 views;HOW LIGHTNING WORKS - Weird World of Lightning by Pecos Hank 2 months ago 10 minutes, 59 seconds 154,869 views;Thunderstorms 101 | National Geographic by National Geographic 1 year ago 3 minutes, 37 seconds 527,220 views;The sonic boom problem - Katerina Kaouri by TED-Ed 5 years ago 5 minutes, 44 seconds 2,974,303 views;NA;Lightning Strike at 103,000 FPS by The Slow Mo Guys 1 year ago 10 minutes, 5 seconds 9,050,280 views;What Will We Miss? by Vsauce 6 years ago 9 minutes, 49 seconds 23,131,344 views;How Lightning Occurs | CBSE 8 | Natural Phenomenon | English by Toppr Class 8-10 11 months ago 3 minutes, 59 seconds 15,458 views;Lightning Striking Tree in 4K - Tree Catches on Fire !!! by Pecos Hank 1 year ago 88 seconds 4,895,099 views;What Is Light? by Kurzgesagt Ã¢Â Â In a Nutshell 4 years ago 4 minutes, 39 seconds 6,357,813 views;How does lightning form? by Met Office - Learn About Weather 2 years ago 3 minutes, 37 seconds 91,159 views
