speech,word,n,total,tf,idf,tf_idf
64,forests,15,1804,0.008314855875831485,1.65455834771457,0.013757414199400525
44,subarctic,5,1537,0.0032530904359141183,4.219507705176107,0.013726440159974323
47,nature,41,2670,0.015355805243445693,0.8873031950009027,0.013625255054320978
44,mammals,8,1537,0.00520494469746259,2.6100697927420065,0.013585268927739787
49,rewilding,7,2181,0.0032095369096744614,4.219507705176107,0.013542665720418502
63,doha,4,1251,0.0031974420463629096,4.219507705176107,0.013491631351482356
29,lion,10,2626,0.003808073115003808,3.5263605246161616,0.01342863870760153
43,flows,6,1398,0.004291845493562232,3.120895416507997,0.013394400929218871
43,radar,6,1398,0.004291845493562232,3.120895416507997,0.013394400929218871
13,autism,14,3708,0.0037756202804746495,3.5263605246161616,0.013314198313006004
55,unseen,3,797,0.0037641154328732747,3.5263605246161616,0.013273628072582791
60,rarer,5,1594,0.003136762860727729,4.219507705176107,0.013235595060150901
41,greenland,7,918,0.007625272331154684,1.7346010553881064,0.013226805433242641
35,shell,9,1937,0.004646360351058337,2.833213344056216,0.013164130147912206
62,edinburgh,7,2252,0.003108348134991119,4.219507705176107,0.013115698905964809
43,hidden,7,1398,0.005007153075822604,2.6100697927420065,0.013069018990839803
22,everyone,1,133,0.007518796992481203,1.7346010553881064,0.013042113198406815
22,tree,1,133,0.007518796992481203,1.7346010553881064,0.013042113198406815
65,art,4,660,0.006060606060606061,2.1400661634962708,0.01297009796058346
28,seals,12,3280,0.003658536585365854,3.5263605246161616,0.012901318992498153
68,models,12,1784,0.006726457399103139,1.916922612182061,0.012894098288220142
65,museum,3,660,0.004545454545454545,2.833213344056216,0.0128782424729828
40,farmers,15,2498,0.00600480384307446,2.1400661634962708,0.012850677522996021
64,trees,14,1804,0.007760532150776054,1.65455834771457,0.012840253252773826
1,networks,9,1831,0.004915346805024577,2.6100697927420065,0.01282939821664558
26,ocean,29,2555,0.011350293542074364,1.128465251817791,0.012808411860162792
65,basket,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
65,bead,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
65,clipboards,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
65,readings,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
65,reed,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
65,sculpture,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
65,visualization,2,660,0.0030303030303030303,4.219507705176107,0.012786386985382142
8,hungry,8,1954,0.0040941658137154556,3.120895416507997,0.012777463322448298
10,picture,28,2921,0.009585758301951387,1.329135947279942,0.012740775941060725
59,roof,5,1229,0.0040683482506102524,3.120895416507997,0.012696889408087865
67,global,25,1486,0.016823687752355317,0.7537718023763802,0.0126812214397103
7,crime,12,2691,0.004459308807134894,2.833213344056216,0.01263417321764199
20,beijing,7,2357,0.002969876962240136,4.219507705176107,0.012531418725597264
18,weight,4,835,0.004790419161676647,2.6100697927420065,0.0125033283484647
40,variety,11,2498,0.004403522818254604,2.833213344056216,0.012476119609534979
22,happy,1,133,0.007518796992481203,1.65455834771457,0.012440288328680977
28,she,32,3280,0.00975609756097561,1.2750687260096663,0.012439694887899182
59,city,10,1229,0.008136696501220505,1.5114575040738967,0.012298270985141552
37,islands,17,3367,0.005049005049005049,2.4277482359480516,0.012257713101014813
6,priorities,10,3457,0.0028926815157651145,4.219507705176107,0.012205691944391401
68,warming,15,1784,0.008408071748878924,1.4469189829363254,0.012165798623343544
33,spills,10,3471,0.002881014116969173,4.219507705176107,0.012156461265272563
57,oldest,10,2341,0.004271678769756515,2.833213344056216,0.012102577291995799
9,politicians,9,1943,0.004632012352032939,2.6100697927420065,0.012089875519649027
29,leopard,9,2626,0.003427265803503427,3.5263605246161616,0.012085774836841376
46,survivor,5,1761,0.0028392958546280523,4.219507705176107,0.011980430735877646
65,numbers,5,660,0.007575757575757576,1.580450375560848,0.011973108905764002
11,cliffs,11,3884,0.0028321318228630276,4.219507705176107,0.011950202048644998
38,alley,6,2120,0.002830188679245283,4.219507705176107,0.011942002939177661
38,biomimicry,6,2120,0.002830188679245283,4.219507705176107,0.011942002939177661
38,throwaway,6,2120,0.002830188679245283,4.219507705176107,0.011942002939177661
48,nuclear,13,2651,0.004903809883062995,2.4277482359480516,0.011905215793030808
65,element,3,660,0.004545454545454545,2.6100697927420065,0.011863953603372756
65,visual,3,660,0.004545454545454545,2.6100697927420065,0.011863953603372756
27,separate,2,440,0.004545454545454545,2.6100697927420065,0.011863953603372756
44,sounds,10,1537,0.006506180871828237,1.821612432377736,0.011851739963420534
28,penguin,11,3280,0.003353658536585366,3.5263605246161616,0.011826209076456639
40,unintended,7,2498,0.0028022417934347476,4.219507705176107,0.01182408083916443
35,structures,10,1937,0.005162622612287042,2.2735975561207935,0.011737726154469766
10,moon,16,2921,0.005477576172543649,2.1400661634962708,0.011722375424834074
64,prescribed,5,1804,0.002771618625277162,4.219507705176107,0.011694866145166594
49,whales,9,2181,0.0041265474552957355,2.833213344056216,0.0116913893152251
38,respecting,7,2120,0.0033018867924528303,3.5263605246161616,0.011643643241657137
18,molecules,4,835,0.004790419161676647,2.4277482359480516,0.011629931669212223
1,control,16,1831,0.008738394320043691,1.329135947279942,0.011614514012276936
7,organized,10,2691,0.0037160906726124115,3.120895416507997,0.011597530347484194
51,hydrogen,16,3606,0.004437049362174155,2.6100697927420065,0.011581008509115948
37,ca,16,3367,0.004752004752004752,2.4277482359480516,0.011536671153896293
1,nodes,5,1831,0.002730748225013654,4.219507705176107,0.01152241317634109
1,players,5,1831,0.002730748225013654,4.219507705176107,0.01152241317634109
1,shareholders,5,1831,0.002730748225013654,4.219507705176107,0.01152241317634109
59,sinking,4,1229,0.0032546786004882017,3.5263605246161616,0.011477170137074569
56,molded,3,1111,0.0027002700270027003,4.219507705176107,0.011393810184993988
54,movie,7,1493,0.004688546550569324,2.4277482359480516,0.011382610617304998
13,autistic,10,3708,0.002696871628910464,4.219507705176107,0.011379470618058541
19,glacier,12,2988,0.004016064257028112,2.833213344056216,0.01137836684359926
5,warming,18,2294,0.007846556233653008,1.4469189829363254,0.011353331165149893
22,top,2,133,0.015037593984962405,0.7537718023763802,0.011334914321449325
49,deer,7,2181,0.0032095369096744614,3.5263605246161616,0.011317984260574569
34,salt,7,1936,0.003615702479338843,3.120895416507997,0.011284229295225197
39,flower,9,2268,0.003968253968253968,2.833213344056216,0.011242910095461175
23,ethanol,7,2632,0.0026595744680851063,4.219507705176107,0.011222094960574752
18,ipcc,3,835,0.003592814371257485,3.120895416507997,0.011212797903621546
18,summary,3,835,0.003592814371257485,3.120895416507997,0.011212797903621546
18,tower,3,835,0.003592814371257485,3.120895416507997,0.011212797903621546
8,obesity,7,1954,0.0035823950870010235,3.120895416507997,0.011180280407142262
43,greenland,9,1398,0.006437768240343348,1.7346010553881064,0.011166959584043604
39,hives,6,2268,0.0026455026455026454,4.219507705176107,0.011162718796762188
5,co2,14,2294,0.006102877070619006,1.821612432377736,0.0111170767451126
57,tree,15,2341,0.006407518154634771,1.7346010553881064,0.011114487753447927
29,her,21,2626,0.007996953541507998,1.3862943611198906,0.011086131600730275
61,"65,000",1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,blues,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,excites,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,grandfather's,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,grapefruit,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,greens,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,interconnection,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,mammatus,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,perspire,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,shinnecock,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,situated,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,southampton,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,stalking,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,swirl,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,tornadoes,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,turquoise,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
61,undulate,1,381,0.0026246719160104987,4.219507705176107,0.011074823373165635
65,music,4,660,0.006060606060606061,1.821612432377736,0.011040075347743854
5,imbalance,6,2294,0.0026155187445510027,4.219507705176107,0.011036201495665494
65,vertical,3,660,0.004545454545454545,2.4277482359480516,0.011035219254309324
27,melts,2,440,0.004545454545454545,2.4277482359480516,0.011035219254309324
44,decrease,4,1537,0.002602472348731295,4.219507705176107,0.01098115212797946
44,decreases,4,1537,0.002602472348731295,4.219507705176107,0.01098115212797946
7,police,7,2691,0.002601263470828688,4.219507705176107,0.010976051258354793
4,himself,6,1552,0.003865979381443299,2.833213344056216,0.010953144371351352
4,doubt,7,1552,0.004510309278350515,2.4277482359480516,0.010949895394095592
35,exquisite,6,1937,0.003097573567372225,3.5263605246161616,0.010923161150075874
34,electrolyte,5,1936,0.0025826446280991736,4.219507705176107,0.010897488907996144
34,magnesium,5,1936,0.0025826446280991736,4.219507705176107,0.010897488907996144
34,storage,5,1936,0.0025826446280991736,4.219507705176107,0.010897488907996144
22,friends,1,133,0.007518796992481203,1.4469189829363254,0.010879090097265605
22,oh,1,133,0.007518796992481203,1.4469189829363254,0.010879090097265605
22,wrong,1,133,0.007518796992481203,1.4469189829363254,0.010879090097265605
11,danny,10,3884,0.0025746652935118436,4.219507705176107,0.010863820044222728
12,einstein,9,2950,0.0030508474576271187,3.5263605246161616,0.010758388041201848
29,beverly,8,2626,0.0030464584920030465,3.5263605246161616,0.010742910966081223
29,cats,9,2626,0.003427265803503427,3.120895416507997,0.010696138137308443
36,machine,10,2442,0.004095004095004095,2.6100697927420065,0.010688246489525006
65,assign,2,660,0.0030303030303030303,3.5263605246161616,0.010685940983685338
65,construct,2,660,0.0030303030303030303,3.5263605246161616,0.010685940983685338
65,horizontal,2,660,0.0030303030303030303,3.5263605246161616,0.010685940983685338
65,musicians,2,660,0.0030303030303030303,3.5263605246161616,0.010685940983685338
65,translation,2,660,0.0030303030303030303,3.5263605246161616,0.010685940983685338
45,radio,10,2018,0.004955401387512388,2.1400661634962708,0.010604886835957734
53,worse,5,904,0.0055309734513274336,1.916922612182061,0.010602448076228213
60,everyday,4,1594,0.002509410288582183,4.219507705176107,0.010588476048120719
55,dragonfly,2,797,0.002509410288582183,4.219507705176107,0.010588476048120719
55,silk,2,797,0.002509410288582183,4.219507705176107,0.010588476048120719
25,fear,13,2361,0.005506141465480729,1.916922612182061,0.01055484708105328
28,ice,36,3280,0.01097560975609756,0.9614111671546247,0.010552073785843441
57,fungus,7,2341,0.00299017513882956,3.5263605246161616,0.010544435571257211
6,list,17,3457,0.004917558576800694,2.1400661634962708,0.010523900717222041
24,homes,6,1616,0.0037128712871287127,2.833213344056216,0.010519356475456248
64,landscape,12,1804,0.0066518847006651885,1.580450375560848,0.010512973673353757
54,fifth,5,1493,0.003348961821835231,3.120895416507997,0.010451759599825843
46,pole,7,1761,0.003975014196479273,2.6100697927420065,0.010375064479951188
36,steam,6,2442,0.002457002457002457,4.219507705176107,0.010367340798958494
53,b,3,904,0.00331858407079646,3.120895416507997,0.010356953815845123
66,avoided,4,1367,0.002926115581565472,3.5263605246161616,0.010318538477296742
40,gene,9,2498,0.003602882305844676,2.833213344056216,0.010207734225983166
41,drawing,3,918,0.0032679738562091504,3.120895416507997,0.010199004629111101
18,equal,3,835,0.003592814371257485,2.833213344056216,0.01017920961936365
44,seasonal,5,1537,0.0032530904359141183,3.120895416507997,0.010152555030930373
63,accents,3,1251,0.002398081534772182,4.219507705176107,0.010118723513611767
63,qatar,3,1251,0.002398081534772182,4.219507705176107,0.010118723513611767
18,integrations,2,835,0.0023952095808383233,4.219507705176107,0.010106605281858938
18,perform,2,835,0.0023952095808383233,4.219507705176107,0.010106605281858938
18,subsection,2,835,0.0023952095808383233,4.219507705176107,0.010106605281858938
43,fracture,4,1398,0.002861230329041488,3.5263605246161616,0.010089729684166413
62,stores,8,2252,0.003552397868561279,2.833213344056216,0.010064701044604676
30,weather,6,1036,0.005791505791505791,1.7346010553881064,0.010045952058232275
3,country,33,3162,0.010436432637571158,0.9614111671546247,0.010033702883017906
40,conventional,8,2498,0.0032025620496397116,3.120895416507997,0.009994861221803032
22,along,1,133,0.007518796992481203,1.329135947279942,0.009993503363007082
22,brought,1,133,0.007518796992481203,1.329135947279942,0.009993503363007082
66,uncertainty,6,1367,0.0043891733723482075,2.2735975561207935,0.009979213852761347
38,disposable,5,2120,0.0023584905660377358,4.219507705176107,0.009951669115981384
38,hug,5,2120,0.0023584905660377358,4.219507705176107,0.009951669115981384
42,waves,7,1423,0.004919184820801124,2.0222831278398874,0.009947984465832194
1,network,9,1831,0.004915346805024577,2.0222831278398874,0.009940222911282898
18,scientific,5,835,0.005988023952095809,1.65455834771457,0.009907535016254911
62,sunlight,11,2252,0.004884547069271759,2.0222831278398874,0.009877937125328048
27,side,3,440,0.006818181818181818,1.4469189829363254,0.00986535670183858
13,kids,20,3708,0.005393743257820928,1.821612432377736,0.009825309775500196
51,extinctions,10,3606,0.0027731558513588465,3.5263605246161616,0.00977914732284016
43,cracks,6,1398,0.004291845493562232,2.2735975561207935,0.00975792942541113
42,cold,8,1423,0.005621925509486999,1.7346010553881064,0.009751797922069467
27,exist,2,440,0.004545454545454545,2.1400661634962708,0.009727573470437593
62,released,7,2252,0.003108348134991119,3.120895416507997,0.009700829447404963
52,geological,8,2342,0.0034158838599487617,2.833213344056216,0.009677927733753087
10,atoms,8,2921,0.0027387880862718246,3.5263605246161616,0.009657954192718005
39,crop,7,2268,0.0030864197530864196,3.120895416507997,0.009632393260827151
27,articulate,1,440,0.0022727272727272726,4.219507705176107,0.009589790239036606
27,calve,1,440,0.0022727272727272726,4.219507705176107,0.009589790239036606
27,comprehend,1,440,0.0022727272727272726,4.219507705176107,0.009589790239036606
27,continuation,1,440,0.0022727272727272726,4.219507705176107,0.009589790239036606
27,crumble,1,440,0.0022727272727272726,4.219507705176107,0.009589790239036606
