speech,bigram,n,tf,idf,tf_idf
46,my mum,5,0.002840909090909091,4.219507705176107,0.011987237798795758
38,cancer alley,6,0.002831524303916942,4.219507705176107,0.01194763861777095
65,becomes a,3,0.004552352048558422,2.6100697927420065,0.011881956567869528
64,of fire,5,0.0027731558513588465,4.219507705176107,0.01170135248246286
64,prescribed burning,5,0.0027731558513588465,4.219507705176107,0.01170135248246286
12,big bang,11,0.003730077992539844,3.120895416507997,0.01164118331013495
65,every single,4,0.006069802731411229,1.916922612182061,0.011635342107326623
28,ooh ooh,9,0.0027447392497712718,4.219507705176107,0.011581448413109168
21,geo engineering,9,0.0027380590203833284,4.219507705176107,0.011553261133734397
41,my mother's,3,0.003271537622682661,3.5263605246161616,0.011536621127424738
1,ownership networks,5,0.00273224043715847,4.219507705176107,0.011528709576983898
1,the tncs,5,0.00273224043715847,4.219507705176107,0.011528709576983898
41,in greenland,4,0.004362050163576881,2.6100697927420065,0.011385255366377346
67,social contract,4,0.0026936026936026937,4.219507705176107,0.011365677320339683
54,believe what,4,0.002680965147453083,4.219507705176107,0.011312353096986883
19,the calving,8,0.002678272514228323,4.219507705176107,0.011300991510347793
63,no water,4,0.0032,3.5263605246161616,0.011284353678771718
35,a virus,7,0.003615702479338843,3.120895416507997,0.011284229295225197
62,of nitric,6,0.0026654820079964462,4.219507705176107,0.011247021870749286
18,the atmospheric,3,0.0035971223021582736,3.120895416507997,0.01122624250542445
18,the weight,3,0.0035971223021582736,3.120895416507997,0.01122624250542445
18,weight of,3,0.0035971223021582736,3.120895416507997,0.01122624250542445
39,the pollen,6,0.002646669607410675,4.219507705176107,0.011167642801524765
11,the mountain,19,0.004893123873293845,2.2735975561207935,0.011124994480117199
61,2008 after,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,"65,000 feet",1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,a shinnecock,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,all daylight,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,although only,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,and ominous,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,and reach,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,and spectacular,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,and spin,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,and undulate,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,be straight,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,become lovely,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,big blocking,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,big up,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,blocking all,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,blowing at,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,blues i've,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,but understand,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,cell capable,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,charged particles,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,chasing in,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,chasing is,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,cloud but,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,cloud called,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,clouds can,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,clouds of,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,clouds they,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,colors in,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,continued exploration,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,create our,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,dark and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,daughter said,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,day there,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,daylight making,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,driving very,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,even this,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,excites me,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,experience there's,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,fast i,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,feet into,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,fishing tribe,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,forces the,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,forming the,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,galaxy our,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,giant cloud,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,girl my,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,grandfather's lesson,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,grandfather took,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,grapefruit size,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,grass the,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,greens and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,hail and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,hail forming,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,hair used,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,i'm photographing,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,illustrate the,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,indian i,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,interconnected as,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,interconnection of,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,island near,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,kidding laughter,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,lamp like,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,later driving,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,lava lamp,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,lesson as,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,lightning my,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,like mammatus,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,long island,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,look do,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,lovely monsters,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,mammatus clouds,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,moist wind,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,mom you,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,monsters when,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,movement the,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,my continued,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,my grandfather's,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,my hair,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,my relations,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,myself stalking,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,no clouds,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,of giant,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,of hail,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,of southampton,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,of subjects,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,ominous standing,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,our solar,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,outside in,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,particles and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,percent actually,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,perspire and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,photographing them,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,planet all,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,pointed up,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,producing grapefruit,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,rain that,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,reach up,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,really excites,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,relations thank,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,remember my,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,respect the,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,said mom,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,same forces,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,same process,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,scale version,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,shinnecock indian,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,single type,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,sit outside,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,situated on,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,size hail,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,small fishing,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,smell of,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,southampton in,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,southeastern tip,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,spectacular tornadoes,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,spin and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,stalking a,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,stand under,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,standing under,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,started storm,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,storms is,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,straight laughter,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,subjects in,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,summer day,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,sun on,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,super cell,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,swirl and,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,tactile experience,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,that's part,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,that's your,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,that becomes,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,that helps,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the charged,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the colors,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the greens,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the interconnection,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the lightning,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the smell,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the southeastern,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the super,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the turquoise,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,the wheat,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,their lava,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,their movement,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,them storm,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,these storms,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,they swirl,1,0.002631578947368421,4.219507705176107,0.011103967645200281
61,"to 65,000",1,0.002631578947368421,4.219507705176107,0.011103967645200281
