speech,bigram,n,tf,idf,tf_idf
11,danny hillis,6,0.001545197012619109,4.219507705176107,0.006519970700761432
36,it makes,7,0.0028676771814829987,2.2735975561207935,0.006519943831563111
43,sea level,5,0.0035790980672870437,1.821612432377736,0.006519729536069206
9,about democracy,3,0.001544799176107106,4.219507705176107,0.006518292026533636
9,contrary to,3,0.001544799176107106,4.219507705176107,0.006518292026533636
9,is wrong,3,0.001544799176107106,4.219507705176107,0.006518292026533636
9,little billy,3,0.001544799176107106,4.219507705176107,0.006518292026533636
9,point about,3,0.001544799176107106,4.219507705176107,0.006518292026533636
9,run contrary,3,0.001544799176107106,4.219507705176107,0.006518292026533636
9,women's rights,3,0.001544799176107106,4.219507705176107,0.006518292026533636
65,well as,2,0.0030349013657056147,2.1400661634962708,0.006494889722295207
8,are hungry,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
8,foods that,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
8,hunger in,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
8,processed foods,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
8,the 30,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
8,the feed,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
8,the foods,3,0.0015360983102918587,4.219507705176107,0.0064815786561844965
27,exist in,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,far from,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,from nature,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,give up,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,is at,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,life i,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,music and,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,my head,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,my heart,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,see on,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,that's about,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,there this,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,very rare,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,was one,1,0.002277904328018223,2.833213344056216,0.006453788938624638
27,year after,1,0.002277904328018223,2.833213344056216,0.006453788938624638
46,to walk,4,0.0022727272727272726,2.833213344056216,0.0064391212364914
28,aah ah,5,0.0015248551387618177,4.219507705176107,0.006434138007282871
28,oh ah,5,0.0015248551387618177,4.219507705176107,0.006434138007282871
28,she did,5,0.0015248551387618177,4.219507705176107,0.006434138007282871
28,she would,5,0.0015248551387618177,4.219507705176107,0.006434138007282871
29,big cats,4,0.0015238095238095239,4.219507705176107,0.00642972602693502
29,her mother,4,0.0015238095238095239,4.219507705176107,0.00642972602693502
29,lion is,4,0.0015238095238095239,4.219507705176107,0.00642972602693502
29,the vehicle,4,0.0015238095238095239,4.219507705176107,0.00642972602693502
23,and reduce,4,0.0015203344735841885,4.219507705176107,0.006415063025733344
23,the conversation,4,0.0015203344735841885,4.219507705176107,0.006415063025733344
65,1913 trio,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,2007 the,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,24 hour,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,a 24,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,a basket,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,a music,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,a score,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,a sculpture,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,across through,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,air temperature,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,allows me,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,also be,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,also reveal,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,also tactile,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,also translate,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,alternative entry,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,amalgam of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,an amalgam,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,an art,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,and audible,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,and horizontal,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,and moon,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,and musical,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,and temperature,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,and vertical,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,anything i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,are assigned,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,are completely,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,are filled,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,are forms,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,as blueprints,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,as offshore,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,as real,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,assign values,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,assigned a,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,assumptions of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,audible all,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,band represents,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,barometric pressure,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,basket a,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,basket is,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,because natural,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,begins my,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,begins very,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,behavioral relationships,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,belongs in,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,blueprints to,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,both historical,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,buoys that's,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,can then,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,cannot fully,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,challenged as,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,challenges our,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,changes of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,clipboards are,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,clipboards that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,closer you,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,collaborate with,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,collecting devices,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,color dot,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,colored band,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,colored bead,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,colored string,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,come across,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,compare my,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,compile all,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,completely made,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,complexity of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,compromising it,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,construct a,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,construct the,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,control that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,data collecting,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,data like,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,data or,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,data you,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,day so,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,devices generally,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,differently depending,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,dimensional visualization,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,dimensional weather,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,dot every,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,element that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,elements are,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,elements not,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,elements when,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,embedding the,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,entry point,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,environment using,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,everyone has,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,extract information,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,extremely fascinating,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,fascinating weather,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,find weather,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,form but,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,form i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,form not,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,forms are,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,from weather,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,fully control,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,function still,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,generally anything,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,graph of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,graph when,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,grid i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,hall it,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,heard are,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,high tide,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,historical as,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,horizontal and,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,horizontal elements,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,hour of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,hour timeline,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,hurricane noel,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,i assign,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,i compile,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,i extract,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,i start,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,images weather,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,indeed all,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,information from,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,information without,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,inherently invisible,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,interactions of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,into musical,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,into sculptural,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,invisible to,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,is read,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,it challenges,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,just visible,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,love about,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,low tech,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,matrix of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,meanwhile i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,medium is,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,milwaukee art,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,moon phases,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,more nuanced,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,museum meanwhile,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,music hall,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,music the,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,music what,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,musical notation,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,musical scores,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,musicians played,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,musicians this,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,my information,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,my pieces,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,noel in,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,not everyone,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,not me,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,notation allows,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,note i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,nuanced way,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,numbers i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,numbers that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,numbers the,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of barometric,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of horizontal,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of hurricane,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of numbers,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of systems,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of tension,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of translating,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,of visual,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,offers an,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,offshore buoys,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,only construct,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,or science,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,our assumptions,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,performing one,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,ph.d in,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,phases i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,piece here,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,pieces at,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,played off,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,point into,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,points over,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,pressure wind,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,process my,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,range on,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,read very,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,readings that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,readings water,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,real data,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,really challenged,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,recorded of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,reed because,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,reed has,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,relationships that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,reveal behavioral,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,satellite images,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,science data,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,science this,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,science versus,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,score and,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,score i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,score so,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,score what,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,scores and,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,scores are,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,scores as,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,scores to,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,sculptural forms,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,sculpture and,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,sculpture you,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,simple basket,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,single bead,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,single color,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,single colored,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,single line,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,specific environment,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,specific hour,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,stations as,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,step closer,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,store i,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,string represents,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,sudden becomes,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,tactile and,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,tech data,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,temperature air,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,temperature range,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,temperature readings,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,tension in,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,that's both,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,that control,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,that function,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,that grid,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,the 1913,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,the milwaukee,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,the musicians,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,the viewer,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,then compare,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,then weave,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,these elements,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,these these,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,these variables,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,they're embedding,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,this every,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,three variables,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,tide readings,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,timeline but,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,to collaborate,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,to most,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,translate into,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,translate weather,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,translating information,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,translation medium,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,translation process,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,trio performing,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,use natural,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,use sculpture,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,using very,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,values to,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,variables construct,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,variables that,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,versus art,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,versus music,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,versus science,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,vertical and,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,viewer is,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,visible but,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,visual language,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,visual matrix,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,visual vocabulary,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,visualization but,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,visualization of,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,vocabulary belongs,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,weather extremely,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,weather is,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,weather stations,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,weather visualization,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,weave the,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,were recorded,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,what kind,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,what visual,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,with are,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,with musicians,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,with numbers,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,without compromising,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,work begins,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
65,you step,1,0.0015174506828528073,4.219507705176107,0.006402894848522166
8,last 30,4,0.002048131080389145,3.120895416507997,0.006392002901194054
61,after a,1,0.002631578947368421,2.4277482359480516,0.006388811147231714
61,everything is,1,0.002631578947368421,2.4277482359480516,0.006388811147231714
61,it very,1,0.002631578947368421,2.4277482359480516,0.006388811147231714
61,me about,1,0.002631578947368421,2.4277482359480516,0.006388811147231714
61,plants that,1,0.002631578947368421,2.4277482359480516,0.006388811147231714
47,the nature,6,0.0022480329711502436,2.833213344056216,0.006369157011741213
5,global warming,8,0.0034888791975577847,1.821612432377736,0.00635538572133532
56,an alien,2,0.0018018018018018018,3.5263605246161616,0.006353802747056147
56,down there,2,0.0018018018018018018,3.5263605246161616,0.006353802747056147
56,first to,2,0.0018018018018018018,3.5263605246161616,0.006353802747056147
56,layers of,2,0.0018018018018018018,3.5263605246161616,0.006353802747056147
56,the dark,2,0.0018018018018018018,3.5263605246161616,0.006353802747056147
15,the brain,5,0.002035830618892508,3.120895416507997,0.006353614447288268
12,the black,6,0.002034587995930824,3.120895416507997,0.006349736350982699
12,the sound,6,0.002034587995930824,3.120895416507997,0.006349736350982699
6,the list,7,0.002025462962962963,3.120895416507997,0.0063212580774178176
65,it in,3,0.004552352048558422,1.3862943611198906,0.006310899974749123
67,notion of,3,0.00202020202020202,3.120895416507997,0.006304839225268681
67,the notion,3,0.00202020202020202,3.120895416507997,0.006304839225268681
58,you know,28,0.00834575260804769,0.7537718023763802,0.006290792985555483
45,a continent,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,at big,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,big sur,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,group is,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,kilometers of,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,radar systems,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,radio signals,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,the reflection,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,the subsurface,3,0.001487357461576599,4.219507705176107,0.006275916269473635
45,to transmit,3,0.001487357461576599,4.219507705176107,0.006275916269473635
54,i've done,3,0.0020107238605898124,3.120895416507997,0.00627525888037801
54,man i,3,0.0020107238605898124,3.120895416507997,0.00627525888037801
7,by talking,4,0.001486988847583643,4.219507705176107,0.006274360899890122
7,money laundering,4,0.001486988847583643,4.219507705176107,0.006274360899890122
7,the mafia,4,0.001486988847583643,4.219507705176107,0.006274360899890122
7,zones of,4,0.001486988847583643,4.219507705176107,0.006274360899890122
62,d is,4,0.001776988005330964,3.5263605246161616,0.006266300354715524
63,this country,3,0.0024,2.6100697927420065,0.006264167502580815
18,can imagine,2,0.002398081534772182,2.6100697927420065,0.006259160174441262
44,ice is,5,0.0032552083333333335,1.916922612182061,0.006239982461530147
18,hundreds of,3,0.0035971223021582736,1.7346010553881064,0.006239572141683836
52,a place,6,0.0025630072618539087,2.4277482359480516,0.006222336358687873
1,this means,5,0.00273224043715847,2.2735975561207935,0.006212015180657906
30,will never,3,0.002898550724637681,2.1400661634962708,0.006203090328974698
1,the core,4,0.002185792349726776,2.833213344056216,0.006192816052581893
14,christianity and,4,0.001466275659824047,4.219507705176107,0.0061869614445397465
4,that he,5,0.003223726627981947,1.916922612182061,0.006179634468672021
41,greenland and,2,0.0021810250817884407,2.833213344056216,0.00617930936544431
5,fossil fuels,5,0.002180549498473615,2.833213344056216,0.006177961936450536
5,ice sheets,5,0.002180549498473615,2.833213344056216,0.006177961936450536
66,1970s when,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,aerosol spray,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,antarctic ozone,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,by president,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,cans in,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,cfcs and,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,depleting substances,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,enemy of,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,human safety,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,in aerosol,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,on uncertainty,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,ozone depleting,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,perfect be,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,president reagan,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,risks from,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,seat belt,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,substances are,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
66,talk with,2,0.0014641288433382138,4.219507705176107,0.006177902935836174
